"No pendule";"Amenagement";"Ouvrage";"Date";"Nombre Date";"Niveau Reservoir (m)";"Deplacements cumulatif X (mm)";"Deplacements cumulatif Y (mm)";"Deplacements cumulatif Z (mm)";"Remarque";"Memo";"Deplacement local X";"Deplacement local y";"Deplacement local z";;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2003-01-20 00:00";37641;31.06;-2.51;-.18;1.29;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2003-01-21 00:00";37642;31.12;-2.48;-.22;1.27;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2003-01-22 00:00";37643;31.20;-2.47;-.38;1.25;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2003-01-23 00:00";37644;31.08;-2.45;-.32;1.26;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2003-01-24 00:00";37645;31.24;-2.46;-.37;1.23;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2003-01-25 00:00";37646;30.96;-2.47;-.35;1.21;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2003-01-26 00:00";37647;31.22;-2.5;-.35;1.2;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2003-01-27 00:00";37648;31.26;-2.52;-.24;1.2;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2003-01-28 00:00";37649;31.13;-2.42;-.4;1.2;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2003-01-29 00:00";37650;31.23;-2.38;-.37;1.2;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2003-01-30 00:00";37651;31.24;-2.43;-.3;1.19;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2003-01-31 00:00";37652;30.99;-2.39;-.4;1.18;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2003-02-01 00:00";37653;31.15;-2.42;-.37;1.15;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2003-02-02 00:00";37654;30.88;-2.47;-.18;1.15;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2003-02-03 00:00";37655;31.31;-2.5;-.19;1.11;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2003-02-04 00:00";37656;31.08;-2.48;-.16;1.13;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2003-02-05 00:00";37657;31.18;-2.51;-.13;1.12;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2003-02-06 00:00";37658;31.18;-2.49;-.22;1.12;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2003-02-07 00:00";37659;30.98;-2.47;-.29;1.13;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2003-02-08 00:00";37660;31.28;-2.46;-.33;1.11;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2003-02-09 00:00";37661;31.11;-2.45;-.29;1.12;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2003-02-10 00:00";37662;31.30;-2.44;-.33;1.11;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2003-02-11 00:00";37663;30.75;-2.43;-.29;1.13;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2003-02-12 00:00";37664;31.01;-2.36;-.47;1.09;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2003-02-13 00:00";37665;31.18;-2.35;-.45;1.09;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2003-02-14 00:00";37666;31.32;-2.27;-.48;1.11;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2003-02-15 00:00";37667;31.34;-2.26;-.55;1.1;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2003-02-16 00:00";37668;31.23;-2.23;-.59;1.08;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2003-02-17 00:00";37669;31.10;-2.21;-.61;1.06;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2003-02-18 00:00";37670;31.01;-2.25;-.59;1.04;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2003-02-19 00:00";37671;30.91;-2.33;-.54;1.01;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2003-02-20 00:00";37672;31.24;-2.37;-.41;.98;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2003-02-21 00:00";37673;30.90;-2.38;-.4;.98;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2003-02-22 00:00";37674;31.40;-2.46;-.38;.96;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2003-02-23 00:00";37675;31.17;-2.44;-.29;1;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2003-02-24 00:00";37676;31.16;-2.46;-.34;.98;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2003-02-25 00:00";37677;31.01;-2.44;-.34;1;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2003-02-26 00:00";37678;31.07;-2.42;-.46;.99;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2003-02-27 00:00";37679;30.96;-2.39;-.53;.99;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2003-02-28 00:00";37680;31.41;-2.39;-.58;.97;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2003-03-01 00:00";37681;31.02;-2.34;-.58;.98;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2003-03-02 00:00";37682;31.32;-2.4;-.57;.94;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2003-03-03 00:00";37683;31.04;-2.42;-.45;.97;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2003-03-04 00:00";37684;31.31;-2.36;-.59;.95;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2003-03-05 00:00";37685;30.99;-2.31;-.57;.97;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2003-03-06 00:00";37686;31.26;-2.36;-.52;.87;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2003-03-07 00:00";37687;31.38;-2.32;-.56;.89;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2003-03-08 00:00";37688;31.08;-2.32;-.54;.88;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2003-03-09 00:00";37689;31.10;-2.35;-.47;.87;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2003-03-10 00:00";37690;31.11;-2.35;-.54;.86;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2003-03-11 00:00";37691;31.32;-2.35;-.55;.85;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2003-03-12 00:00";37692;31.24;-2.36;-.47;.87;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2003-03-13 00:00";37693;31.14;-2.41;-.44;.85;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2003-03-14 00:00";37694;31.12;-2.36;-.52;.84;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2003-03-15 00:00";37695;31.14;-2.37;-.54;.84;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2003-03-16 00:00";37696;31.03;-2.39;-.5;.83;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2003-03-17 00:00";37697;30.74;-2.45;-.48;.81;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2003-03-18 00:00";37698;31.29;-2.45;-.46;.78;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2003-03-19 00:00";37699;31.02;-2.37;-.13;.86;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2003-03-20 00:00";37700;31.21;-2.41;-.34;.83;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2003-03-21 00:00";37701;31.02;-2.4;-.3;.83;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2003-03-22 00:00";37702;31.12;-2.5;-.33;.8;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2003-03-23 00:00";37703;31.07;-2.53;-.27;.81;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2003-03-24 00:00";37704;31.11;-2.55;-.29;.8;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2003-03-25 00:00";37705;30.99;-2.58;-.28;.8;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2003-03-26 00:00";37706;31.05;-2.59;-.31;.8;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2003-03-27 00:00";37707;31.29;-2.62;-.27;.81;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2003-03-28 00:00";37708;31.22;-2.63;-.25;.83;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2003-03-29 00:00";37709;31.16;-2.65;-.28;.82;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2003-03-30 00:00";37710;31.03;-2.66;-.27;.82;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2003-03-31 00:00";37711;31.33;-2.68;-.33;.81;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2003-04-01 00:00";37712;31.17;-2.68;-.31;.85;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2003-04-02 00:00";37713;31.35;-2.68;-.36;.84;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2003-04-03 00:00";37714;31.20;-2.69;-.28;.86;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2003-04-04 00:00";37715;31.12;-2.69;-.36;.86;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2003-04-05 00:00";37716;31.18;-2.71;-.39;.86;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2003-04-06 00:00";37717;31.03;-2.71;-.29;.89;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2003-04-07 00:00";37718;31.24;-2.71;-.4;.85;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2003-04-08 00:00";37719;31.04;-2.69;-.34;.87;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2003-04-09 00:00";37720;31.24;-2.69;-.38;.85;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2003-04-10 00:00";37721;31.17;-2.71;-.33;.87;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2003-04-11 00:00";37722;31.35;-2.7;-.33;.87;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2003-04-12 00:00";37723;31.36;-2.72;-.29;.9;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2003-04-13 00:00";37724;31.23;-2.75;-.3;.9;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2003-04-14 00:00";37725;31.28;-2.77;-.33;.9;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2003-04-15 00:00";37726;31.06;-2.8;-.3;.91;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2003-04-16 00:00";37727;31.01;-2.82;-.32;.89;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2003-04-17 00:00";37728;31.01;-2.84;-.35;.91;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2003-04-18 00:00";37729;30.92;-2.83;-.36;.92;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2003-04-19 00:00";37730;30.94;-2.83;-.32;.91;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2003-04-20 00:00";37731;31.02;-2.85;-.28;.91;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2003-04-21 00:00";37732;31.33;-2.88;-.25;.91;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2003-04-22 00:00";37733;31.17;-2.9;-.19;.96;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2003-04-23 00:00";37734;31.27;-2.93;-.22;.96;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2003-04-24 00:00";37735;31.30;-2.94;-.2;.97;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2003-04-25 00:00";37736;31.20;-2.95;-.21;.98;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2003-04-26 00:00";37737;31.17;-2.96;-.2;.98;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2003-04-27 00:00";37738;30.86;-2.96;-.19;1;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2003-04-28 00:00";37739;31.22;-2.99;-.2;1.02;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2003-04-29 00:00";37740;31.14;-3.07;-.13;1.08;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2003-04-30 00:00";37741;31.29;-3.1;-.08;1.15;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2003-05-01 00:00";37742;31.42;-3.13;0;1.25;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2003-05-02 00:00";37743;31.21;-3.19;.07;1.37;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2003-05-03 00:00";37744;31.34;-3.23;.1;1.43;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2003-05-04 00:00";37745;31.14;-3.24;.13;1.51;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2003-05-05 00:00";37746;30.98;-3.28;.12;1.53;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2003-05-06 00:00";37747;31.19;-3.33;.13;1.6;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2003-05-07 00:00";37748;30.94;-3.42;.19;1.71;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2003-05-08 00:00";37749;31.28;-3.49;.23;1.78;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2003-05-09 00:00";37750;31.07;-3.55;.3;1.94;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2003-05-10 00:00";37751;31.39;-3.62;.32;2.01;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2003-05-11 00:00";37752;31.11;-3.67;.41;2.12;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2003-05-12 00:00";37753;31.25;-3.74;.41;2.21;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2003-05-13 00:00";37754;31.05;-3.83;.46;2.29;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2003-05-14 00:00";37755;31.10;-3.87;.47;2.34;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2003-05-15 00:00";37756;31.04;-3.89;.51;2.4;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2003-05-16 00:00";37757;31.20;-3.94;.52;2.48;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2003-05-17 00:00";37758;31.31;-4.02;.57;2.56;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2003-05-18 00:00";37759;31.32;-4.08;.61;2.64;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2003-05-19 00:00";37760;31.00;-4.16;.64;2.72;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2003-05-20 00:00";37761;31.35;-4.23;.65;2.81;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2003-05-21 00:00";37762;31.02;-4.35;.76;2.95;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2003-05-22 00:00";37763;31.26;-4.44;.77;3.07;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2003-05-23 00:00";37764;30.80;-4.51;.88;3.19;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2003-05-24 00:00";37765;31.18;-4.59;.88;3.27;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2003-05-25 00:00";37766;30.93;-4.7;.96;3.37;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2003-05-26 00:00";37767;31.16;-4.75;.96;3.41;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2003-05-27 00:00";37768;31.09;-4.93;1.02;3.47;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2003-05-28 00:00";37769;31.02;-4.99;1.07;3.55;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2003-05-29 00:00";37770;30.88;-5.06;1.05;3.62;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2003-05-30 00:00";37771;30.97;-5.13;1.07;3.67;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2003-05-31 00:00";37772;31.13;-5.21;1.11;3.74;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2003-06-01 00:00";37773;30.82;-5.25;1.19;3.86;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2003-06-02 00:00";37774;31.34;-5.3;1.17;3.9;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2003-06-03 00:00";37775;31.27;-5.32;1.27;3.99;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2003-06-04 00:00";37776;31.15;-5.35;1.31;4.06;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2003-06-05 00:00";37777;31.00;-5.39;1.3;4.1;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2003-06-06 00:00";37778;31.33;-5.47;1.28;4.13;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2003-06-07 00:00";37779;31.21;-5.51;1.34;4.2;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2003-06-08 00:00";37780;30.96;-5.6;1.36;4.26;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2003-06-09 00:00";37781;31.15;-5.66;1.37;4.36;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2003-06-10 00:00";37782;30.71;-5.74;1.44;4.46;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2003-06-11 00:00";37783;30.78;-5.76;1.43;4.63;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2003-06-12 00:00";37784;30.80;-5.84;1.49;4.7;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2003-06-13 00:00";37785;31.26;-5.84;1.51;4.75;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2003-06-14 00:00";37786;31.30;-5.89;1.61;4.87;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2003-06-15 00:00";37787;30.73;-5.99;1.65;4.94;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2003-06-16 00:00";37788;31.39;-6.04;1.57;4.95;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2003-06-17 00:00";37789;31.34;-6.07;1.76;5.09;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2003-06-18 00:00";37790;31.35;-6.12;1.81;5.18;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2003-06-19 00:00";37791;30.77;-6.2;1.83;5.26;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2003-06-20 00:00";37792;31.03;-6.28;1.78;5.29;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2003-06-21 00:00";37793;30.73;-6.29;1.8;5.35;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2003-06-22 00:00";37794;30.83;-6.35;1.81;5.44;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2003-06-23 00:00";37795;31.15;-6.43;1.87;5.57;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2003-06-24 00:00";37796;31.36;-6.57;1.98;5.72;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
