"No pendule";"Amenagement";"Ouvrage";"Date";"Nombre Date";"Niveau Reservoir (m)";"Deplacements cumulatif X (mm)";"Deplacements cumulatif Y (mm)";"Deplacements cumulatif Z (mm)";"Remarque";"Memo";"Deplacement local X";"Deplacement local y";"Deplacement local z";;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2013-04-20 12:00";41384.5;31.05;-8.04;.21;5.07;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2013-04-21 00:00";41385;31.00;-8.08;.24;5.09;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2013-04-21 12:00";41385.5;31.00;-8.06;.19;5.11;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2013-04-22 00:00";41386;30.92;-8.11;.23;5.14;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2013-04-22 12:00";41386.5;30.92;-8.08;.22;5.14;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2013-04-23 00:00";41387;30.91;-8.12;.23;5.21;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2013-04-23 12:00";41387.5;30.91;-8.09;.22;5.22;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2013-04-24 00:00";41388;30.84;-8.14;.27;5.24;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2013-04-24 12:00";41388.5;30.84;-8.13;.26;5.25;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2013-04-25 00:00";41389;30.92;-8.18;.3;5.3;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2013-04-25 12:00";41389.5;30.92;-8.18;.33;5.33;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2013-04-26 00:00";41390;31.04;-8.24;.37;5.37;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2013-04-26 12:00";41390.5;31.04;-8.26;.34;5.37;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2013-04-27 00:00";41391;30.89;-8.29;.38;5.4;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2013-04-27 12:00";41391.5;30.89;-8.29;.4;5.41;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2013-04-28 00:00";41392;30.94;-8.34;.4;5.45;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2013-04-28 12:00";41392.5;30.94;-8.33;.4;5.46;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2013-04-29 00:00";41393;30.84;-8.39;.43;5.5;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2013-04-29 12:00";41393.5;30.84;-8.37;.45;5.53;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2013-04-30 00:00";41394;30.86;-8.43;.43;5.57;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2013-04-30 12:00";41394.5;30.86;-8.47;.48;5.61;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2013-05-01 00:00";41395;30.99;-8.53;.51;5.67;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2013-05-01 12:00";41395.5;30.99;-8.5;.49;5.7;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2013-05-02 00:00";41396;30.92;-8.58;.5;5.75;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2013-05-02 12:00";41396.5;30.92;-8.58;.54;5.78;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2013-05-03 00:00";41397;30.91;-8.64;.56;5.83;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2013-05-03 12:00";41397.5;30.91;-8.64;.59;5.88;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2013-05-04 00:00";41398;31.00;-8.72;.61;5.93;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2013-05-04 12:00";41398.5;31.00;-8.73;.61;5.97;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2013-05-05 00:00";41399;31.04;-8.78;.65;6.01;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2013-05-05 12:00";41399.5;31.04;-8.78;.65;6.05;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2013-05-06 00:00";41400;30.97;-8.84;.7;6.1;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2013-05-06 12:00";41400.5;30.97;-8.85;.73;6.14;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2013-05-07 00:00";41401;30.98;-8.93;.76;6.22;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2013-05-07 12:00";41401.5;30.98;-8.93;.73;6.25;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2013-05-08 00:00";41402;30.93;-9;.78;6.33;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2013-05-08 12:00";41402.5;30.93;-8.99;.76;6.36;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2013-05-09 00:00";41403;30.90;-9.09;.83;6.44;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2013-05-09 12:00";41403.5;30.90;-9.15;.85;6.49;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2013-05-10 00:00";41404;30.88;-9.2;.88;6.56;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2013-05-10 12:00";41404.5;30.88;-9.2;.94;6.62;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2013-05-11 00:00";41405;30.96;-9.25;.97;6.67;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2013-05-11 12:00";41405.5;30.96;-9.29;1.01;6.7;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2013-05-12 00:00";41406;31.01;-9.32;1.04;6.73;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2013-05-12 12:00";41406.5;31.01;-9.34;1.05;6.76;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2013-05-13 00:00";41407;30.94;-9.37;1.06;6.78;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2013-05-13 12:00";41407.5;30.94;-9.39;1.09;6.78;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2013-05-14 00:00";41408;30.99;-9.42;1.12;6.82;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2013-05-14 12:00";41408.5;30.99;-9.4;1.12;6.82;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2013-05-15 00:00";41409;30.98;-9.44;1.12;6.84;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2013-05-15 12:00";41409.5;30.98;-9.44;1.14;6.86;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2013-05-16 00:00";41410;30.99;-9.49;1.16;6.9;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2013-05-16 12:00";41410.5;30.99;-9.48;1.19;6.92;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2013-05-17 00:00";41411;30.85;-9.51;1.14;6.93;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2013-05-17 12:00";41411.5;30.85;-9.5;1.16;6.95;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2013-05-18 00:00";41412;30.91;-9.54;1.15;6.97;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2013-05-18 12:00";41412.5;30.91;-9.51;1.16;7;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2013-05-19 00:00";41413;30.95;-9.56;1.19;7.04;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2013-05-19 12:00";41413.5;30.95;-9.56;1.21;7.06;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2013-05-20 00:00";41414;31.01;-9.61;1.19;7.11;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2013-05-20 12:00";41414.5;31.01;-9.62;1.21;7.14;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2013-05-21 00:00";41415;30.96;-9.67;1.21;7.18;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2013-05-21 12:00";41415.5;30.96;-9.7;1.24;7.22;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2013-05-22 00:00";41416;30.94;-9.72;1.26;7.27;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2013-05-22 12:00";41416.5;30.94;-9.76;1.27;7.29;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2013-05-23 00:00";41417;30.92;-9.79;1.3;7.34;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2013-05-23 12:00";41417.5;30.92;-9.81;1.3;7.38;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2013-05-24 00:00";41418;31.00;-9.84;1.31;7.43;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2013-05-24 12:00";41418.5;31.00;-9.89;1.35;7.44;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2013-05-25 00:00";41419;30.98;-9.9;1.32;7.44;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2013-05-25 12:00";41419.5;30.98;-9.91;1.34;7.44;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2013-05-26 00:00";41420;30.97;-9.94;1.32;7.44;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2013-05-26 12:00";41420.5;30.97;-9.94;1.36;7.44;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2013-05-27 00:00";41421;31.13;-9.95;1.34;7.43;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2013-05-27 12:00";41421.5;31.13;-9.92;1.3;7.4;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2013-05-28 00:00";41422;30.92;-9.95;1.31;7.44;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2013-05-28 12:00";41422.5;30.92;-9.92;1.29;7.43;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2013-05-29 00:00";41423;30.88;-9.95;1.3;7.47;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2013-05-29 12:00";41423.5;30.88;-9.97;1.31;7.49;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2013-05-30 00:00";41424;31.00;-9.99;1.31;7.53;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2013-05-30 12:00";41424.5;31.00;-9.97;1.34;7.56;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2013-05-31 00:00";41425;31.02;-10;1.35;7.64;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2013-05-31 12:00";41425.5;31.02;-10;1.37;7.68;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2013-06-01 00:00";41426;31.08;-10.02;1.36;7.75;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2013-06-01 12:00";41426.5;31.08;-10.06;1.39;7.77;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2013-06-02 00:00";41427;30.89;-10.1;1.4;7.84;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2013-06-02 12:00";41427.5;30.89;-10.12;1.45;7.9;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2013-06-03 00:00";41428;30.96;-10.13;1.49;7.98;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2013-06-03 12:00";41428.5;30.96;-10.13;1.51;8.04;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2013-06-04 00:00";41429;31.00;-10.15;1.56;8.09;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2013-06-04 12:00";41429.5;31.00;-10.15;1.59;8.12;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2013-06-05 00:00";41430;31.02;-10.17;1.63;8.16;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2013-06-05 12:00";41430.5;31.02;-10.16;1.61;8.15;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2013-06-06 00:00";41431;30.99;-10.17;1.63;8.19;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2013-06-06 12:00";41431.5;30.99;-10.18;1.66;8.2;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2013-06-07 00:00";41432;30.97;-10.2;1.67;8.25;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2013-06-07 12:00";41432.5;30.97;-10.21;1.66;8.25;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2013-06-08 00:00";41433;30.93;-10.21;1.71;8.28;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2013-06-08 12:00";41433.5;30.93;-10.23;1.73;8.31;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2013-06-09 00:00";41434;31.00;-10.23;1.73;8.32;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2013-06-09 12:00";41434.5;31.00;-10.23;1.73;8.35;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2013-06-10 00:00";41435;30.91;-10.24;1.75;8.37;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2013-06-10 12:00";41435.5;30.91;-10.23;1.75;8.39;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2013-06-11 00:00";41436;30.93;-10.22;1.77;8.44;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2013-06-11 12:00";41436.5;30.93;-10.26;1.78;8.47;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2013-06-12 00:00";41437;30.90;-10.27;1.8;8.49;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2013-06-12 12:00";41437.5;30.90;-10.27;1.82;8.52;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2013-06-13 00:00";41438;30.93;-10.29;1.83;8.56;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2013-06-13 12:00";41438.5;30.93;-10.27;1.86;8.6;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2013-06-14 00:00";41439;31.09;-10.32;1.88;8.67;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2013-06-14 12:00";41439.5;31.09;-10.32;1.91;8.7;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2013-06-15 00:00";41440;31.00;-10.34;1.91;8.74;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2013-06-15 12:00";41440.5;31.00;-10.37;1.92;8.78;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2013-06-16 00:00";41441;30.86;-10.39;1.96;8.84;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2013-06-16 12:00";41441.5;30.86;-10.43;1.98;8.88;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2013-06-17 00:00";41442;30.96;-10.47;2.01;8.9;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2013-06-17 12:00";41442.5;30.96;-10.51;2.02;8.94;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2013-06-18 00:00";41443;31.01;-10.52;2.01;8.95;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2013-06-18 12:00";41443.5;31.01;-10.57;2.03;8.95;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2013-06-19 00:00";41444;30.96;-10.59;2.02;8.97;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2013-06-19 12:00";41444.5;30.96;-10.58;2.01;8.97;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2013-06-20 00:00";41445;30.91;-10.61;2.01;8.99;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2013-06-20 12:00";41445.5;30.91;-10.61;2.01;9.02;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2013-06-21 00:00";41446;31.10;-10.64;2.02;9.06;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2013-06-21 12:00";41446.5;31.10;-10.62;1.98;9.07;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2013-06-22 00:00";41447;31.01;-10.68;2.01;9.12;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2013-06-22 12:00";41447.5;31.01;-10.76;1.97;9.13;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2013-06-23 00:00";41448;30.86;-10.9;1.91;9.17;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2013-06-23 12:00";41448.5;30.86;-10.93;1.96;9.22;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2013-06-24 00:00";41449;31.09;-10.96;1.97;9.28;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2013-06-24 12:00";41449.5;31.09;-10.97;1.94;9.29;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2013-06-25 00:00";41450;31.00;-11;1.96;9.38;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2013-06-25 12:00";41450.5;31.00;-11.02;1.96;9.43;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2013-06-26 00:00";41451;30.95;-11.06;1.99;9.49;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2013-06-26 12:00";41451.5;30.95;-11.07;2.02;9.54;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2013-06-27 00:00";41452;30.90;-11.11;2.04;9.55;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2013-06-27 12:00";41452.5;30.90;-11.12;2.1;9.59;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2013-06-28 00:00";41453;30.94;-11.23;2.07;9.64;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2013-06-28 12:00";41453.5;30.94;-11.26;2.11;9.68;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2013-06-29 00:00";41454;31.06;-11.28;2.11;9.66;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2013-06-29 12:00";41454.5;31.06;-11.28;2.11;9.65;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2013-06-30 00:00";41455;30.93;-11.3;2.11;9.66;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2013-06-30 12:00";41455.5;30.93;-11.28;2.1;9.66;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2013-07-01 00:00";41456;30.88;-11.29;2.07;9.68;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2013-07-01 12:00";41456.5;30.88;-11.28;2.1;9.7;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2013-07-02 00:00";41457;31.00;-11.3;2.11;9.72;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2013-07-02 12:00";41457.5;31.00;-11.9;2.18;9.81;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2013-07-03 00:00";41458;30.97;-11.93;2.18;9.84;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2013-07-03 12:00";41458.5;30.97;-11.9;2.18;9.84;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2013-07-04 00:00";41459;30.89;-11.96;2.15;9.89;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2013-07-04 12:00";41459.5;30.89;-11.96;2.19;9.95;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2013-07-05 00:00";41460;30.88;-12.04;2.23;10.03;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2013-07-05 12:00";41460.5;30.88;-12.05;2.24;10.06;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGA007PIAP-E010";"LGA";"LGABAR";"2013-07-06 00:00";41461;31.05;-12.13;2.28;10.16;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
