"Station meteorologique";"Amenagement";"Ouvrage";"Date";"Nombre Date";"Temperature min (C)";"Temperature max (C)";"Pluie-jour (mm)";"Neige-jour (cm)";"Degres-jours de gel cumulatifs(C-j)";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"1989-03-02";32569;-9.9;-2.7;0;4.3;949.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"1989-03-03";32570;-19.4;-7.7;0;.7;963;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"1989-03-04";32571;-23.3;-11.6;0;0;980.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"1989-03-05";32572;-20.5;-9.9;0;8.1;995.7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"1989-03-06";32573;-14.9;-3.8;1.2;1;1005.1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"1989-03-07";32574;-27.7;-14.4;0;0;1026.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"1989-03-08";32575;-31;-15.5;0;0;1049.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"1989-03-09";32576;-28.8;-8.8;0;0;1068.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"1989-03-10";32577;-23.3;-3.8;0;0;1081.9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"1989-03-11";32578;-17.7;.5;0;0;1090.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"1989-03-12";32579;-12.2;-.5;0;1.2;1096.9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"1989-03-13";32580;-16.6;-3.3;0;0;1106.9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"1989-03-14";32581;-22.7;-4.4;0;0;1120.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"1989-03-15";32582;-8.8;6.1;.2;0;1121.9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"1989-03-16";32583;-6.6;9.4;13.2;.5;1120.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"1989-03-17";32584;-13.8;-3.3;0;2.2;1129.1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"1989-03-18";32585;-11;-3.8;0;4.5;1136.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"1989-03-19";32586;-13.8;-4.9;0;;1145.9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"1989-03-20";32587;-17.7;-4.9;0;0;1157.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"1989-03-21";32588;-14.9;-3.3;0;3;1166.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"1989-03-22";32589;-14.4;-1.6;0;4;1174.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"1989-03-23";32590;-20.5;-4.4;0;0;1186.8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"1989-03-24";32591;-14.4;.5;0;0;1193.8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"1989-03-25";32592;-12.7;5.5;0;0;1197.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"1989-03-26";32593;-2.2;4.4;1.2;1.2;1196.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"1989-03-27";32594;-1.1;7.2;0;0;1193.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"1989-03-28";32595;-2.2;8.8;3;0;1190;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"1989-03-29";32596;1.1;11;14.4;.7;1184;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"1989-03-30";32597;-6.1;1.6;0;0;1186.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"1989-03-31";32598;-7.7;-.5;0;2;1190.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"1989-04-01";32599;-3.3;.5;0;6.3;1191.8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"1989-04-02";32600;-4.9;1.6;0;3;1193.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"1989-04-03";32601;-8.8;4.9;0;0;1195.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"1989-04-04";32602;0;6.6;0;0;1192.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"1989-04-05";32603;1.1;3.8;5.5;0;1189.8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"1989-04-06";32604;1.1;11.6;1.7;0;1183.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"1989-04-07";32605;.5;6.1;11.6;0;1180.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"1989-04-08";32606;-2.7;2.2;.2;10.4;1180.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"1989-04-09";32607;-4.9;2.7;0;0;1181.6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"1989-04-10";32608;-7.2;3.8;0;.2;1183.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"1989-04-11";32609;-6.6;1.1;0;.7;1186.1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"1989-04-12";32610;-7.7;2.2;0;0;1188.9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"1989-04-13";32611;-7.7;5.5;0;0;1190;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"1989-04-14";32612;-3.3;6.6;.2;1.7;1188.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"1989-04-15";32613;-1.6;6.6;0;0;1185.9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"1989-04-16";32614;0;6.1;6.8;0;1182.9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"1989-04-17";32615;.5;7.2;0;0;1179.1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"1989-04-18";32616;.5;11.6;2.2;0;1173.1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"1989-04-19";32617;-2.7;6.1;4.3;0;1171.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"1989-04-20";32618;-3.8;7.2;0;0;1169.7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"1989-04-21";32619;-4.9;8.3;0;0;1168;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"1989-04-22";32620;-5.5;6.6;0;0;1167.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"1989-04-23";32621;-5.5;1.1;0;0;1169.7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"1989-04-24";32622;-4.4;5.5;0;0;1169.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"1989-04-25";32623;-2.2;5.5;0;0;1167.6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"1989-04-26";32624;-1.6;10.5;0;0;1163.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"1989-04-27";32625;-1.1;12.2;0;0;1157.7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"1989-04-28";32626;-1.1;9.4;0;0;1153.6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"1989-04-29";32627;-.5;9.9;0;0;1148.9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"1989-04-30";32628;-3.3;14.4;0;0;1143.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"1989-05-01";32629;3.8;18.8;0;0;1132.1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"1989-05-02";32630;4.4;19.9;0;0;1120;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"1989-05-03";32631;4.4;9.9;8.1;0;1112.9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"1989-05-04";32632;2.2;10.5;6.8;.2;1106.6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"1989-05-05";32633;2.2;16;0;0;1097.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"1989-05-06";32634;2.2;19.4;3.3;0;1086.7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"1989-05-07";32635;5.5;14.4;35;0;1076.8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"1989-05-08";32636;4.9;14.4;11.9;0;1067.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"1989-05-09";32637;3.3;9.4;2;2;1060.9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"1989-05-10";32638;2.7;9.9;.5;0;1054.6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"1989-05-11";32639;2.7;13.3;0;0;1046.6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"1989-05-12";32640;4.9;8.3;4;0;1040;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"1989-05-13";32641;7.7;11.6;3;0;1030.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"1989-05-14";32642;6.6;12.7;7.1;0;1020.8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"1989-05-15";32643;5.5;10.5;8.6;0;1012.8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"1989-05-16";32644;6.6;20.5;.5;0;999.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"1989-05-17";32645;6.6;22.7;0;0;984.7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"1989-05-18";32646;6.6;26;0;0;968.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"1989-05-19";32647;10.5;29.4;0;0;948.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"1989-05-20";32648;8.3;28.8;0;0;930;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"1989-05-21";32649;14.9;27.1;.5;0;909;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"1989-05-22";32650;7.7;16;3.3;0;897.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"1989-05-23";32651;7.7;14.9;6.3;0;885.9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"1989-05-24";32652;7.2;22.7;0;0;871;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"1989-05-25";32653;10.5;18.3;.7;0;856.6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"1989-05-26";32654;9.4;22.1;.5;0;840.9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"1989-05-27";32655;11;17.2;17;0;826.8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"1989-05-28";32656;6.1;17.2;7.8;0;815.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"1989-05-29";32657;4.4;18.8;0;0;803.6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"1989-05-30";32658;6.1;21.6;.2;0;789.8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"1989-05-31";32659;9.9;16.6;2.5;0;776.6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"1989-06-01";32660;4.4;18.3;1;0;765.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"1989-06-02";32661;11;16.6;5.5;0;751.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"1989-06-03";32662;8.3;17.7;5.8;0;738.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"1989-06-04";32663;7.7;23.3;12.9;0;723;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"1989-06-05";32664;9.4;17.7;11.9;0;709.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"1989-06-06";32665;7.7;18.3;0;0;696.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"1989-06-07";32666;6.6;21;0;0;682.7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"1989-06-08";32667;9.4;23.8;0;0;666.1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"1989-06-09";32668;11.6;18.8;.2;0;650.9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"1989-06-10";32669;11;17.2;4;0;636.8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"1989-06-11";32670;7.7;13.8;32;0;626.1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"1989-06-12";32671;8.8;18.8;2;0;612.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"1989-06-13";32672;6.6;19.9;0;0;599.1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"1989-06-14";32673;6.1;19.4;0;0;586.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"1989-06-15";32674;6.6;20.5;0;0;572.9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"1989-06-16";32675;10.5;16.6;0;0;559.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"1989-06-17";32676;9.9;13.3;1.7;0;547.8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"1989-06-18";32677;11.6;21;7.8;0;531.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"1989-06-19";32678;9.4;18.3;2.7;0;517.7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"1989-06-20";32679;8.8;23.8;0;0;501.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"1989-06-21";32680;12.2;25.5;1;0;482.6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"1989-06-22";32681;13.3;28.8;0;0;461.6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"1989-06-23";32682;16;30.5;0;0;438.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"1989-06-24";32683;16;31.6;0;0;414.6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"1989-06-25";32684;14.4;26;0;0;394.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"1989-06-26";32685;12.2;28.3;0;0;374.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"1989-06-27";32686;16;27.7;.2;0;352.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"1989-06-28";32687;14.9;27.7;28.7;0;331.1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"1989-06-29";32688;11;22.7;2.2;0;314.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"1989-06-30";32689;8.8;21.6;.2;0;299.1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"1989-07-01";32690;8.3;22.1;0;0;283.9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"1989-07-02";32691;11;16.6;7.3;0;270.1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"1989-07-03";32692;13.3;22.1;0;0;252.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"1989-07-04";32693;11;27.7;0;0;233.1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"1989-07-05";32694;15.5;26.6;2;0;212.1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"1989-07-06";32695;16;27.7;0;0;190.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"1989-07-07";32696;17.2;29.9;0;0;166.8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"1989-07-08";32697;12.7;23.8;0;0;148.6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"1989-07-09";32698;10.5;23.3;0;0;131.7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"1989-07-10";32699;11.6;23.3;.2;0;114.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"1989-07-11";32700;13.3;21.6;17.5;0;96.9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"1989-07-12";32701;11.6;23.8;3.5;0;79.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"1989-07-13";32702;11.6;26;0;0;60.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"1989-07-14";32703;12.7;24.4;0;0;41.9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"1989-07-15";32704;11;23.8;0;0;24.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"1989-07-16";32705;8.3;23.3;0;0;8.7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"1989-07-17";32706;9.9;25.5;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"1989-07-18";32707;9.4;26;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"1989-07-19";32708;11.6;27.7;3.3;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"1989-07-20";32709;11.6;24.4;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"1989-07-21";32710;9.4;23.3;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"1989-07-22";32711;9.4;26.6;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"1989-07-23";32712;9.4;27.7;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"1989-07-24";32713;13.3;27.7;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"1989-07-25";32714;13.8;29.4;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"1989-07-26";32715;17.2;31.6;.5;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"1989-07-27";32716;17.2;31;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"1989-07-28";32717;17.7;29.9;13.9;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"1989-07-29";32718;11.6;22.1;1.2;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"1989-07-30";32719;8.8;21;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"1989-07-31";32720;8.3;23.3;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"1989-08-01";32721;8.8;25.5;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"1989-08-02";32722;11;27.7;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"1989-08-03";32723;15.5;23.3;6.6;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"1989-08-04";32724;15.5;26;3.8;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"1989-08-05";32725;19.4;27.1;6.8;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"1989-08-06";32726;16.6;28.3;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"1989-08-07";32727;14.4;27.1;8.6;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"1989-08-08";32728;11;18.8;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"1989-08-09";32729;8.8;16.6;.2;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"1989-08-10";32730;8.8;22.7;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"1989-08-11";32731;13.3;25.5;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"1989-08-12";32732;13.3;27.1;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"1989-08-13";32733;16;24.9;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"1989-08-14";32734;16.6;26;1.2;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"1989-08-15";32735;16;26.6;17;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"1989-08-16";32736;14.9;26.6;4.3;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"1989-08-17";32737;11.6;22.1;18.7;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"1989-08-18";32738;11;21;3.3;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"1989-08-19";32739;7.7;23.3;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"1989-08-20";32740;8.8;25.5;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
